player_id,player_name,club,date_joined,date_left,fee,prev_club,next_club,transfer_type,season
51740,Joe Collister,Tranmere,2009-07-01,2011-05-31,Trainee,Trainee,Tamworth,Trainee,2009/10
34502,Joe Hart,Tranmere,2007-01-01,2007-01-31,Loan,Man City,,Loan,2006/07
15110,Joe Murphy,Tranmere,1998-08-01,2002-07-13,Trainee,Trainee,West Brom,Trainee,1998/99
15110,Joe Murphy,Tranmere,2020-08-22,,Free,Shrewsbury,,Transfer,2020/21
43751,Joe Thompson,Tranmere,2012-08-03,2014-08-06,Signed,Rochdale,Bury,Transfer,2012/13
104933,Joel Mumbongo,Tranmere,2022-07-28,2023-05-15,Loan,Burnley,,Loan,2022/23
15136,John Achterberg,Tranmere,1998-09-23,2009-05-31,Free,FC Utrecht,,Transfer,1998/99
79,John Aldridge,Tranmere,1991-07-11,1998-05-31,250000,Sociedad,,Transfer,1991/92
61489,John Courtney,Tranmere,2011-08-01,2012-05-31,Trainee,Trainee,,Trainee,2011/12
50065,John Johnson,Tranmere,2008-11-24,2009-01-01,Loan,Middlesbrough,,Loan,2008/09
5121,John McGreal,Tranmere,1990-07-03,1999-08-05,Trainee,Trainee,Ipswich,Trainee,1990/91
5618,John Morrissey,Tranmere,1985-10-02,1999-05-31,8000,Wolves,,Transfer,1985/86
5675,John Mullin,Tranmere,2006-06-27,2008-08-01,Free,Rotherham,Accrington,Transfer,2006/07
29172,John Thompson,Tranmere,2006-10-26,2006-12-06,Loan,Nottm Forest,,Loan,2006/07
29172,John Thompson,Tranmere,2007-01-31,2007-05-06,Loan,Nottm Forest,,Loan,2006/07
32332,John Welsh,Tranmere,2009-07-13,2012-05-14,Free,Hull,Preston,Transfer,2009/10
50757,John-Louis Akpa Akpro,Tranmere,2012-06-19,2014-07-02,Free,Rochdale,Shrewsbury,Transfer,2012/13
61258,Jon Nolan,Tranmere,2022-07-01,,Free,Bristol R,,Transfer,2022/23
32335,Jon Otsemobor,Tranmere,2013-11-28,2014-06-13,Loan,MK Dons,,Loan,2013/14
80206,Jonathon Margetts,Tranmere,2011-08-06,2016-07-15,,,Lincoln,,2011/12
90268,Jonny Smith,Tranmere,2018-07-09,2019-05-14,Loan,Bristol C,,Loan,2018/19
72606,Jordan Hugill,Tranmere,2015-02-26,2015-03-25,Loan,Preston,,Loan,2014/15
104291,Jordan Ponticelli,Tranmere,2019-07-10,2020-01-22,Loan,Coventry,,Loan,2019/20
76981,Jordan Turnbull,Tranmere,2022-07-26,,Unknown,Salford,,Unknown,2022/23
49716,Jose Baxter,Tranmere,2011-09-23,2012-01-08,Loan,Everton,,Loan,2011/12
85444,Joseph Maguire,Tranmere,2021-07-06,2022-07-01,Free,Accrington,,Transfer,2021/22
103555,Josh Dacres-Cogley,Tranmere,2021-06-23,2023-06-21,Free,Birmingham,Bolton,Transfer,2021/22
75869,Josh Ginnelly,Tranmere,2018-01-12,2018-06-01,Loan,Burnley,,Loan,2017/18
101331,Josh Hawkes,Tranmere,2021-09-03,2022-01-03,Loan,Sunderland,,Loan,2021/22
101331,Josh Hawkes,Tranmere,2022-01-25,,Unknown,Sunderland,,Unknown,2021/22
89457,Josh Kay,Tranmere,2017-11-01,2017-12-01,Loan,Barnsley,,Loan,2017/18
50951,Josh Macauley,Tranmere,2008-07-01,2010-08-01,Trainee,Trainee,Bala Town,Trainee,2008/09
114877,Josh McPake,Tranmere,2022-01-05,2022-06-30,Loan,Rangers,,Loan,2021/22
102628,Josh Solomon-Davies,Tranmere,2016-06-01,2019-01-01,,,Marine,,2016/17
50919,Josh Thompson,Tranmere,2014-10-23,2015-08-06,Free,Colchester,Southport,Transfer,2014/15
50844,Joss Labadie,Tranmere,2010-03-24,2010-06-01,Loan,West Brom,,Loan,2009/10
50844,Joss Labadie,Tranmere,2010-06-30,2012-07-09,Free,West Brom,Notts Co,Transfer,2010/11
46696,Junior Brown,Tranmere,2014-03-06,2014-06-13,Loan,Fleetwood,,Loan,2013/14
70918,Kaiyne Woolery,Tranmere,2020-09-14,2021-06-22,Free,Swindon,Motherwell,Transfer,2020/21
58504,Kane Hemmings,Tranmere,2022-01-13,,Undisc.,Burton,,Transfer,2021/22
92840,Kane Wilson,Tranmere,2019-08-09,2020-07-01,Loan,W Brom U23,,Loan,2019/20
53334,Kaylden Brown,Tranmere,2010-08-12,2010-09-05,Loan,West Brom,,Loan,2010/11
19157,Kayode Odejayi,Tranmere,2014-06-26,2015-07-23,Free,Rotherham,Stockport,Transfer,2014/15
8393,Keith Welch,Tranmere,2002-08-07,2002-09-22,Free,Northampton,Torquay,Transfer,2002/03
3810,Kenny Irons,Tranmere,1989-11-09,1999-06-14,Trainee,Trainee,Huddersfield,Trainee,1989/90
1638,Kevin Cooper,Tranmere,2007-10-25,2007-11-18,Loan,Cardiff,,Loan,2007/08
17470,Kevin Ellison,Tranmere,2006-06-22,2007-06-26,Signed,Hull,Chester,Transfer,2006/07
3044,Kevin Gray,Tranmere,2002-07-02,2003-11-25,Free,Huddersfield,Carlisle,Transfer,2002/03
10712,Kevin McIntyre,Tranmere,1996-08-01,1999-09-03,Trainee,Trainee,Doncaster,Trainee,1996/97
68138,Kieron Morris,Tranmere,2019-01-28,2019-05-27,Loan,Walsall,,Loan,2018/19
68138,Kieron Morris,Tranmere,2019-06-26,,Free,Walsall,,Transfer,2019/20
52216,Kithson Bain,Tranmere,2009-08-01,2010-11-01,Trainee,Trainee,,Trainee,2009/10
73901,Kristoffer Peterson,Tranmere,2013-07-01,2014-08-27,Youth,Liverpool,,Loan,2013/14
128556,Kyle Hayde,Tranmere,2019-12-01,2022-07-01,Unknown,,,Unknown,2019/20
108098,Kyle Jameson,Tranmere,2022-07-14,2023-06-21,Free,Oldham,Newport Co,Transfer,2022/23
62460,Larnell Cole,Tranmere,2017-10-01,2019-01-02,,Fulham,Flint Town U,,2017/18
53268,Lateef Elford Alliyu,Tranmere,2010-08-01,2010-12-31,Loan,West Brom,,Loan,2010/11
53268,Lateef Elford Alliyu,Tranmere,2012-01-17,2012-02-17,Loan,West Brom,,Loan,2011/12
3990,Lee Jones,Tranmere,1997-03-27,1997-05-31,Loan,Liverpool,,Loan,1996/97
3990,Lee Jones,Tranmere,1997-05-30,2000-07-03,100000,Liverpool,Barnsley,Transfer,1996/97
53827,Lee Molyneux,Tranmere,2015-01-13,2015-05-31,Loan,Crewe,,Loan,2014/15
117422,Lee O'Connor,Tranmere,2020-08-18,2021-06-01,Loan,Celtic,,Loan,2020/21
117422,Lee O'Connor,Tranmere,2021-08-31,,Unknown,Celtic II,,Unknown,2021/22
41399,Lee Vaughan,Tranmere,2015-11-23,2017-07-01,Unknown,Cheltenham,Kidderminster,Unknown,2015/16
128730,Lewis Sinnot,Tranmere,2020-01-06,2021-07-01,Unknown,,Burscough,Unknown,2019/20
144980,Lewis Warrington,Tranmere,2022-01-31,2022-06-30,Loan,Everton U21,,Loan,2021/22
55546,Liam Benson,Tranmere,2010-08-01,2011-05-31,,,Rhyl,,2010/11
54244,Liam Darville,Tranmere,2010-08-05,2010-11-14,Loan,Leeds,,Loan,2010/11
79797,Liam Davies,Tranmere,2013-07-01,2016-06-01,Free,,Chester,Transfer,2013/14
46973,Liam Feeney,Tranmere,2020-09-17,2021-06-01,Loan,Blackpool,,Loan,2020/21
46973,Liam Feeney,Tranmere,2021-06-17,2022-01-26,Free,Blackpool,Scunthorpe,Transfer,2021/22
62951,Liam Hogan,Tranmere,2015-07-01,2016-05-18,Free,Fleetwood,Gateshead,Transfer,2015/16
5912,Liam O'Brien,Tranmere,1994-01-21,1999-05-31,300000,Newcastle,,Transfer,1993/94
53112,Liam Palmer,Tranmere,2012-07-12,2013-04-28,Loan,Sheff Wed,,Loan,2012/13
55554,Liam Ridehalgh,Tranmere,2013-09-27,2014-06-01,Loan,Huddersfield,,Loan,2013/14
55554,Liam Ridehalgh,Tranmere,2016-06-02,2021-06-23,Free,Huddersfield,Bradford,Transfer,2016/17
104579,Logan Chalmers,Tranmere,2023-01-16,2023-05-09,Loan,Dundee Utd,,Loan,2022/23
71520,Lois Maynard,Tranmere,2015-07-01,2017-07-01,Free,Halifax,Salford,Transfer,2015/16
51974,Louis Almond,Tranmere,2016-09-21,2017-07-01,Free,Southport,York,Transfer,2016/17
46484,Lucas Akins,Tranmere,2010-08-01,2012-08-02,Free,Hamilton,Stevenage,Transfer,2010/11
44154,Luke Daniels,Tranmere,2009-07-21,2010-06-01,Loan,West Brom,,Loan,2009/10
69031,Luke McCullough,Tranmere,2018-08-20,2019-04-01,Loan,Doncaster,,Loan,2018/19
69031,Luke McCullough,Tranmere,2020-01-06,2020-08-01,Free,Doncaster,Glentoran,Transfer,2019/20
49649,Luke O'Neill,Tranmere,2010-01-19,2010-06-01,Loan,Leicester,,Loan,2009/10
73677,Luke Pilling,Tranmere,2013-07-01,2020-09-04,,,Notts Co,,2013/14
133373,Luke Robinson,Tranmere,2022-07-21,2023-01-02,Loan,Wigan Athletic,,Loan,2022/23
49461,Luke Waterfall,Tranmere,2008-07-01,2009-07-01,Trainee,Trainee,Ilkeston,Trainee,2008/09
26762,Mamady Sidibe,Tranmere,2013-02-21,2013-04-28,Loan,Stoke,,Loan,2012/13
45088,Marc Laird,Tranmere,2014-07-10,2015-06-19,Free,Southend,Yeovil,Transfer,2014/15
46619,Marcus Holness,Tranmere,2014-06-27,2016-06-01,Free,Burton,,Transfer,2014/15
40110,Mark Duffy,Tranmere,2021-08-31,2022-07-01,Free,Fleetwood,,Transfer,2021/22
46623,Mark Ellis,Tranmere,2018-07-01,2021-06-18,Free,Carlisle,Barrow,Transfer,2018/19
44173,Mark McChrystal,Tranmere,2010-08-01,2013-01-03,Free,Partick,Bristol R,Transfer,2010/11
6578,Mark Rankine,Tranmere,2004-06-02,2006-05-31,Free,Sheff Utd,,Transfer,2004/05
13854,Mark Wilson,Tranmere,2008-11-20,2008-12-21,Loan,Doncaster,,Loan,2008/09
1010,Marlon Broomes,Tranmere,2008-07-01,2011-05-31,Free,Blackpool,,Transfer,2008/09
51765,Marlon Jackson,Tranmere,2015-08-26,2015-12-01,Free,Oxford C,Oxford C,Transfer,2015/16
15091,Martin Devaney,Tranmere,2011-08-02,2012-05-31,Free,Barnsley,Bohemians D.,Transfer,2011/12
46691,Martin Riley,Tranmere,2015-07-01,2016-05-26,Free,Mansfield,Wrexham,Transfer,2015/16
16511,Marvin Robinson,Tranmere,2002-11-30,2003-01-30,Loan,Derby,,Loan,2002/03
51720,Marvin Sordell,Tranmere,2010-02-01,2010-04-06,Loan,Watford,,Loan,2009/10
96403,Mateusz Hewelt,Tranmere,2022-01-31,2023-07-01,Unknown,Everton U21,Radcliffe Boro,Unknown,2021/22
14601,Matt Gill,Tranmere,2014-05-29,2015-07-25,Free,Bristol R,,Transfer,2013/14
15314,Matt Hill,Tranmere,2014-08-08,2016-08-01,Free,Sheff Utd,Bradford PA,Transfer,2014/15
13800,Matt Murray,Tranmere,2006-03-21,2006-04-23,Loan,Wolves,,Loan,2005/06
58113,Matthew Kennedy,Tranmere,2014-01-09,2014-06-13,Loan,Everton,,Loan,2013/14
70729,Matthew Pennington,Tranmere,2014-01-01,2014-05-04,Loan,Everton,,Loan,2013/14
67060,Matthias Fanimo,Tranmere,2014-09-11,2014-11-11,Loan,West Ham,,Loan,2014/15
165849,Max Fisher,Tranmere,2022-08-01,,,,,,2022/23
55480,Max Power,Tranmere,2010-07-01,2015-07-03,Trainee,Trainee,Wigan,Trainee,2010/11
55545,Maxime Blanchard,Tranmere,2010-08-01,2011-05-31,,,Plymouth,,2010/11
11685,Michael Black,Tranmere,1999-07-07,2001-01-31,Free,Arsenal,Southend,Transfer,1999/00
35555,Michael Higdon,Tranmere,2016-02-11,2016-12-01,Signed,Sheff Utd,Bangor City,Transfer,2015/16
71423,Michael Ihiekwe,Tranmere,2014-06-18,2017-05-25,Free,Wolves,Rotherham,Transfer,2014/15
44094,Michael Johnston,Tranmere,2006-07-01,2008-05-31,Trainee,Trainee,Bangor City,Trainee,2006/07
47242,Michael Kay,Tranmere,2011-01-06,2011-05-31,Loan,Sunderland,,Loan,2010/11
47242,Michael Kay,Tranmere,2011-07-01,2013-07-01,Free,Sunderland,Chester,Transfer,2011/12
58154,Michael O'Halloran,Tranmere,2012-11-22,2013-04-28,Loan,Bolton,,Loan,2012/13
9303,Michael Ricketts,Tranmere,2009-08-14,2010-05-31,Free,Walsall,,Transfer,2009/10
5361,Micky Mellon,Tranmere,1997-10-31,1999-01-08,300000,Blackpool,Burnley,Transfer,1997/98
5361,Micky Mellon,Tranmere,2001-03-05,2001-03-07,Loan,Burnley,,Loan,2000/01
5361,Micky Mellon,Tranmere,2001-03-08,2004-08-01,Free,Burnley,Kidderminster,Transfer,2000/01
3855,Mike Jackson,Tranmere,2002-12-18,2003-01-20,Loan,Preston,,Loan,2002/03
3855,Mike Jackson,Tranmere,2004-05-25,2006-06-23,Free,Preston,Blackpool,Transfer,2003/04
43715,Mike Jones,Tranmere,2005-07-01,2008-08-01,Youth,,Bury,Trainee,2005/06
80683,Mitch Duggan,Tranmere,2014-07-01,2018-07-01,Youth,,Flint Town U,Trainee,2014/15
107023,Morgan Feeney,Tranmere,2020-01-31,2020-07-01,Loan,Everton,,Loan,2019/20
88451,Morgan Ferrier,Tranmere,2019-08-01,2021-02-01,Undisc.,Walsall,M. Petah Tikva,Transfer,2019/20
57630,Mustafa Tiryaki,Tranmere,2011-08-01,2012-06-01,Signed,Havant & W,Boreham W,Transfer,2011/12
42622,Nat Knight-Percival,Tranmere,2021-06-10,2022-07-01,Free,Morecambe,Kidderminster,Transfer,2021/22
66526,Nathan Blissett,Tranmere,2015-08-21,2015-10-04,Loan,Bristol R,,Loan,2015/16
52660,Nathan Eccleston,Tranmere,2012-10-26,2012-11-30,Loan,Blackpool,,Loan,2012/13
37529,Neil Ashton,Tranmere,2003-07-01,2005-07-01,Trainee,Trainee,Shrewsbury,Trainee,2003/04
33325,Neil Danns,Tranmere,2019-09-19,2020-08-01,Free,Bury,Connah's Q,Transfer,2019/20
14769,Neil Gibson,Tranmere,1997-08-01,2000-05-31,Trainee,Trainee,Sheff Wed,Trainee,1997/98
60649,Neill Byrne,Tranmere,2022-07-01,2023-01-06,Free,Hartlepool,Stockport,Transfer,2022/23
3433,Nick Henry,Tranmere,1999-07-02,2002-07-04,Free,Sheff Utd,Scarborough,Transfer,1999/00
111843,Nick Long,Tranmere,2017-07-01,2019-06-30,,,,,2017/18
55477,Nick Wood,Tranmere,2010-07-01,2011-05-31,,,,,2010/11
41443,Nicky Maynard,Tranmere,2021-08-31,2022-07-01,Free,Mansfield,,Transfer,2021/22
7718,Nicky Summerbee,Tranmere,2005-09-16,2005-10-16,Loan,Bradford,,Loan,2005/06
104997,Nya Kirby,Tranmere,2021-01-22,2021-06-01,Loan,Crystal Palace,,Loan,2020/21
38609,Oliver James,Tranmere,2004-07-01,2007-07-03,Trainee,Trainee,Forest Green,Trainee,2004/05
62490,Oliver Norburn,Tranmere,2017-07-01,2018-08-09,Free,Macclesfield,Shrewsbury,Transfer,2017/18
55846,Ollie Banks,Tranmere,2017-11-01,2018-01-11,Loan,Oldham,,Loan,2017/18
55846,Ollie Banks,Tranmere,2018-07-01,2021-01-18,Free,Oldham,Barrow,Transfer,2018/19
75196,Otis Khan,Tranmere,2020-08-10,2021-07-01,Free,Mansfield,Walsall,Transfer,2020/21
43123,Owain Fon Williams,Tranmere,2011-08-01,2015-07-13,Undisc.,Rochdale,Inverness CT,Transfer,2011/12
102631,Paddy Wharton,Tranmere,2016-01-01,2019-07-01,,,FC Utd,,2015/16
5101,Pat McGibbon,Tranmere,2002-08-01,2002-08-29,Signed,Wigan,,Transfer,2002/03
5828,Pat Nevin,Tranmere,1992-03-04,1992-05-31,Loan,Everton,,Loan,1991/92
5828,Pat Nevin,Tranmere,1992-08-18,1997-08-01,300000,Everton,Kilmarnock,Transfer,1992/93
19812,Paul Aldridge,Tranmere,1999-08-01,2002-03-28,Youth,,Macclesfield,Trainee,1999/00
47926,Paul Black,Tranmere,2012-07-05,2013-05-22,Free,Oldham,Mansfield,Transfer,2012/13
38608,Paul Brown,Tranmere,2004-07-01,2006-05-31,Trainee,Trainee,Barrow,Trainee,2004/05
1622,Paul Cook,Tranmere,1996-02-29,1997-10-24,250000,Coventry,Stockport,Transfer,1995/96
55158,Paul Corry,Tranmere,2013-02-14,2013-03-18,Loan,Sheff Wed,,Loan,2012/13
121903,Paul Glatzel,Tranmere,2021-07-01,2022-04-04,Loan,Liverpool,,Loan,2021/22
121903,Paul Glatzel,Tranmere,2022-09-01,2023-01-02,Loan,Liverpool,,Loan,2022/23
3185,Paul Hall,Tranmere,2004-03-25,2005-06-08,Free,Rushden,Chesterfield,Transfer,2003/04
44093,Paul Henry,Tranmere,2006-07-01,2009-05-31,Trainee,Trainee,,Trainee,2006/07
71462,Paul Lewis,Tranmere,2020-08-17,2021-06-10,Free,Cambridge U,Northampton,Transfer,2020/21
71462,Paul Lewis,Tranmere,2022-07-01,,Free,Northampton,,Transfer,2022/23
32159,Paul Linwood,Tranmere,2002-07-01,2006-07-01,Trainee,Trainee,Chester,Trainee,2002/03
5204,Paul McLaren,Tranmere,2006-06-29,2008-08-01,Free,Rotherham,Bradford,Transfer,2006/07
5204,Paul McLaren,Tranmere,2009-07-10,2011-01-01,Free,Bradford,Oxford,Transfer,2009/10
70542,Paul Mullin,Tranmere,2018-06-25,2020-07-20,Undisc.,Swindon,Cambridge U,Transfer,2018/19
18964,Paul Rachubka,Tranmere,2011-11-24,2012-02-01,Loan,Leeds,,Loan,2011/12
6723,Paul Rideout,Tranmere,2000-07-12,2002-05-31,Free,Everton,,Transfer,2000/01
9704,Paul Shepherd,Tranmere,1999-02-23,1999-03-24,Loan,Leeds,,Loan,1998/99
15987,Pedro Miguel Matias,Tranmere,1999-08-06,1999-10-07,Monthly,Macclesfield,Walsall,Transfer,1999/00
24078,Perry Taylor,Tranmere,1999-08-01,2001-05-31,Trainee,Trainee,Morecambe,Trainee,1999/00
44040,Peter Brezovan,Tranmere,2014-09-01,2015-07-25,Free,Portsmouth,,Transfer,2014/15
18605,Peter Clarke,Tranmere,2020-01-01,2022-06-01,Free,Fleetwood,Walsall,Transfer,2019/20
49869,Peter Gulacsi,Tranmere,2010-04-16,2010-06-01,Loan,Liverpool,,Loan,2009/10
49869,Peter Gulacsi,Tranmere,2010-09-17,2011-05-31,Loan,Liverpool,,Loan,2010/11
51109,Peter Kennedy,Tranmere,2009-02-01,2009-05-31,,,,,2008/09
306,Phil Babb,Tranmere,2000-01-21,2000-02-20,Loan,Liverpool,,Loan,1999/00
8463,Phil Whitehead,Tranmere,2002-09-27,2002-10-30,Loan,Reading,,Loan,2002/03
33760,Philip Palethorpe,Tranmere,2002-08-01,2006-08-19,Trainee,Trainee,Chester,Trainee,2002/03
33760,Philip Palethorpe,Tranmere,2008-08-01,2008-09-01,Free,Chester,,Transfer,2008/09
125105,Reece McAlear,Tranmere,2022-06-09,,Free,Norwich,,Transfer,2022/23
93064,Regan Hendry,Tranmere,2023-01-31,2023-05-09,Loan,Forest Green,,Loan,2022/23
93064,Regan Hendry,Tranmere,2023-06-19,,Free,Forest Green,,Transfer,2023/24
15022,Reuben Hazell,Tranmere,1999-07-01,2002-02-08,Free,Aston Villa,Torquay,Transfer,1999/00
144033,Rhys Hughes,Tranmere,2022-07-01,,Free,Everton U21,,Transfer,2022/23
48375,Rhys Taylor,Tranmere,2018-01-01,2018-06-01,Loan,Fylde,,Loan,2017/18
14771,Richard Hinds,Tranmere,1998-08-01,2003-06-06,Youth,,Hull,Trainee,1998/99
3920,Richard Jobson,Tranmere,2000-12-29,2001-03-01,Loan,Man City,,Loan,2000/01
3920,Richard Jobson,Tranmere,2001-03-02,2001-09-28,Free,Man City,Rochdale,Transfer,2000/01
44409,Richard Sutton,Tranmere,2015-07-01,2019-01-09,Free,Mansfield,Morecambe,Transfer,2015/16
51259,Robbie Burns,Tranmere,2009-03-20,2009-05-31,Loan,Leicester,,Loan,2008/09
13755,Robbie Stockdale,Tranmere,2006-06-22,2008-06-16,Free,Hull,Grimsby,Transfer,2006/07
57821,Robbie Weir,Tranmere,2011-02-14,2011-05-31,Loan,York,,Loan,2010/11
57821,Robbie Weir,Tranmere,2011-06-01,2012-05-31,Signed,York,Burton,Transfer,2011/12
49472,Robert Taylor,Tranmere,2015-01-13,2015-08-07,Signed,Mansfield,Kidderminster,Transfer,2014/15
55925,Roman Golobart,Tranmere,2012-08-31,2012-10-03,Loan,Wigan,,Loan,2012/13
57274,Rory Donnelly,Tranmere,2015-01-08,2015-05-03,Loan,Swansea,,Loan,2014/15
89329,Ross Doohan,Tranmere,2021-08-04,2022-05-09,Loan,Celtic,,Loan,2021/22
89329,Ross Doohan,Tranmere,2022-07-06,2023-01-10,Undisc.,Celtic,Forest Green,Transfer,2022/23
81732,Rushian Hepburn-Murphy,Tranmere,2019-08-01,2020-02-27,Loan,Aston Villa,,Loan,2019/20
17197,Russell Howarth,Tranmere,2002-11-06,2005-06-08,Signed,York,Bradford,Transfer,2002/03
62991,Ryan Brunt,Tranmere,2012-01-27,2012-05-06,Loan,Stoke,,Loan,2011/12
49743,Ryan Donaldson,Tranmere,2011-09-16,2011-10-16,Loan,Newcastle,,Loan,2011/12
60033,Ryan Edwards,Tranmere,2013-12-01,2014-06-13,Loan,Reading,,Loan,2013/14
51687,Ryan Fraughan,Tranmere,2009-07-01,2011-05-31,Trainee,Trainee,Stockport,Trainee,2009/10
21292,Ryan Lowe,Tranmere,2013-06-21,2014-05-19,Free,MK Dons,Bury,Transfer,2013/14
47302,Ryan Shotton,Tranmere,2008-08-29,2009-06-01,Loan,Stoke,,Loan,2008/09
143946,Ryan Stratulis,Tranmere,2021-08-09,,Unknown,,,Unknown,2021/22
32156,Ryan Taylor,Tranmere,2002-07-01,2005-07-13,Trainee,Trainee,Wigan,Trainee,2002/03
67179,Ryan Watson,Tranmere,2021-06-19,2022-01-14,Free,Northampton,Salford,Transfer,2021/22
9155,Ryan Williams,Tranmere,1997-08-01,2000-02-15,70000,Mansfield,Chesterfield,Transfer,1997/98
49915,Ryan Williams,Tranmere,2018-09-13,2019-01-01,Unknown,Inverness CT,,Unknown,2018/19
8943,Sam Aiston,Tranmere,2005-07-01,2006-06-27,Free,Shrewsbury,Northampton,Transfer,2005/06
44029,Sam Foley,Tranmere,2021-07-22,2022-06-21,Free,Motherwell,Barrow,Transfer,2021/22
94139,Sam Ilesanmi,Tranmere,2016-07-01,2017-07-14,Unknown,,Llandudno,Unknown,2016/17
53326,Sam Mantom,Tranmere,2010-11-22,2011-01-31,Loan,West Brom,,Loan,2010/11
36463,Sam Morrow,Tranmere,2010-08-30,2011-06-16,Signed,Derry City,Ross County,Transfer,2010/11
69960,Sam Ramsbottom,Tranmere,2013-01-01,2016-07-01,,,Galway FC,,2012/13
99462,Sam Smith,Tranmere,2020-10-17,2021-01-04,Loan,Reading U21,,Loan,2020/21
165326,Samuel Taylor,Tranmere,2022-07-01,,,,,,2022/23
41823,Scott Davies,Tranmere,2015-07-01,2022-07-01,Free,Fleetwood,,Transfer,2015/16
78996,Scott Fenwick,Tranmere,2016-03-24,2016-06-01,Loan,Hartlepool,,Loan,2015/16
7832,Scott Taylor,Tranmere,1998-10-09,2001-07-04,350000,Bolton,Stockport,Transfer,1998/99
57255,Scott Wootton,Tranmere,2010-08-01,2011-06-01,Loan,Man Utd,,Loan,2010/11
1600,Sean Connelly,Tranmere,2002-10-11,2004-06-07,Free,Wolves,Rushden,Transfer,2002/03
2564,Sean Flynn,Tranmere,2000-07-13,2002-08-03,Free,West Brom,Kidderminster,Transfer,2000/01
64219,Sean McGinty,Tranmere,2013-03-27,2013-04-07,Loan,Man Utd,,Loan,2012/13
26299,Sean Thornton,Tranmere,2001-07-01,2002-05-31,,,Sunderland,,2001/02
30472,Sebastien Carole,Tranmere,2009-07-01,2010-01-11,Signed,Darlington (old),Brighton,Transfer,2009/10
24422,Seyni N'Diaye,Tranmere,2001-03-19,2002-02-01,Free,Caen,Dunfermline,Transfer,2000/01
47194,Shaleum Logan,Tranmere,2009-07-24,2010-06-01,Loan,Man City,,Loan,2009/10
92850,Shamal George,Tranmere,2018-07-24,2019-01-02,Loan,Liverpool,,Loan,2018/19
70884,Shamir Fenelon,Tranmere,2014-11-21,2015-02-26,Loan,Brighton,,Loan,2014/15
27015,Shane Cansdell-Sherriff,Tranmere,2006-07-15,2008-06-30,Free,Aarhus,Shrewsbury,Transfer,2006/07
46270,Shane McWeeney,Tranmere,2007-02-20,2008-05-31,,,,,2006/07
5857,Shane Nicholson,Tranmere,2002-07-16,2004-06-29,Free,Sheff Utd,Chesterfield,Transfer,2002/03
7838,Shaun Teale,Tranmere,1995-08-14,1998-05-31,450000,Aston Villa,Motherwell,Transfer,1995/96
74341,Sid Nelson,Tranmere,2019-01-29,2019-05-27,Loan,Millwall,,Loan,2018/19
74341,Sid Nelson,Tranmere,2019-06-26,2021-07-09,Free,Millwall,Northampton,Transfer,2019/20
33766,Simon Francis,Tranmere,2005-11-18,2006-02-19,Loan,Sheff Utd,,Loan,2005/06
3343,Simon Haworth,Tranmere,2002-03-01,2005-05-31,125000,Wigan,,Transfer,2001/02
55849,Simon Miotto,Tranmere,2010-07-01,2011-05-31,,,,,2010/11
6025,Simon Osborn,Tranmere,2001-03-22,2001-05-08,Loan,Wolves,,Loan,2000/01
54992,Stefan Payne,Tranmere,2019-06-28,2021-01-25,Free,Bristol R,Grimsby,Transfer,2019/20
74174,Stephen Arthurworrey,Tranmere,2014-01-01,2014-05-04,Loan,Fulham,,Loan,2013/14
13823,Stephen Foster,Tranmere,2013-06-19,2014-02-14,Free,Barnsley,,Transfer,2013/14
11104,Stephen Frail,Tranmere,1998-01-30,2000-02-05,90000,Hearts,St Johnstone,Transfer,1997/98
101526,Stephen Walker,Tranmere,2021-08-31,2022-05-02,Loan,Middlesbrough,,Loan,2021/22
41795,Steve Davies,Tranmere,2005-07-01,2008-06-12,Trainee,Trainee,Derby,Trainee,2005/06
52777,Steve McNulty,Tranmere,2015-10-19,2019-07-01,Unknown,Luton,York,Unknown,2015/16
5682,Steve Mungall,Tranmere,1979-07-03,1997-05-31,Free,Motherwell,,Transfer,1979/80
10723,Steve Simonsen,Tranmere,1996-08-01,1998-09-23,Trainee,Trainee,Everton,Trainee,1996/97
8621,Steve Wilson,Tranmere,2005-07-01,2006-05-31,Free,Macclesfield,,Transfer,2005/06
8750,Steve Yates,Tranmere,1999-08-06,2002-07-01,Free,QPR,Sheff Utd,Transfer,1999/00
36541,Steven Jennings,Tranmere,2003-08-01,2009-07-02,Trainee,Trainee,Motherwell,Trainee,2003/04
36541,Steven Jennings,Tranmere,2013-10-22,2014-07-01,Free,Coventry,Port Vale,Transfer,2013/14
36541,Steven Jennings,Tranmere,2014-10-27,2015-01-04,Loan,Port Vale,,Loan,2014/15
36541,Steven Jennings,Tranmere,2015-01-05,2017-07-01,Signed,Port Vale,Southport,Transfer,2014/15
28848,Steven O'Leary,Tranmere,2005-10-21,2006-04-21,Loan,Luton,,Loan,2005/06
409,Stuart Barlow,Tranmere,2000-07-05,2003-07-21,Free,Wigan,Stockport,Transfer,2000/01
47248,Terry Gornell,Tranmere,2007-07-01,2010-08-27,Trainee,Trainee,Accrington,Trainee,2007/08
14207,Theodore Whitmore,Tranmere,2004-06-06,2006-05-31,Free,Livingston,,Transfer,2004/05
51901,Thomas Baker,Tranmere,2009-07-01,2010-05-31,Trainee,Trainee,,Trainee,2009/10
13521,Thomas Myhre,Tranmere,2000-11-28,2000-12-21,Loan,Everton,,Loan,2000/01
